!
!Date: 12/21/2022
!From: Saccharomyces Genome Database (SGD) 
!URL: http://www.yeastgenome.org/ 
!Contact Email: sgd-helpdesk@lists.stanford.edu 
!Funding: NHGRI at US NIH, grant number 5-U41-HG001315 
!

Interactor	Interactor Systematic Name	Interactor	Interactor Systematic Name	Allele	Assay	Annotation	Action	Phenotype	SGA score	P-value	Source	Reference	Note
BEM1	YBR200W	MYO2	YOR326W		Negative Genetic	high-throughput	Hit				BioGRID	Costanzo M, et al. (2010) PMID:20093466	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.
BEM1	YBR200W	MYO2	YOR326W		Negative Genetic	high-throughput	Hit				BioGRID	Böckler S, et al. (2017) PMID:28615194	
BEM1	YBR200W	NBP2	YDR162C	bem1-Δ, nbp2-Δ	Negative Genetic	high-throughput	Bait		-0.194	1.181E-19	BioGRID	Costanzo M, et al. (2016) PMID:27708008	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.
BEM1	YBR200W	NCS2	YNL119W		Negative Genetic	high-throughput	Bait				BioGRID	Costanzo M, et al. (2010) PMID:20093466	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.
BEM1	YBR200W	NCS2	YNL119W	bem1-Δ, ncs2-Δ	Negative Genetic	high-throughput	Bait		-0.2315	0.000004501	BioGRID	Costanzo M, et al. (2016) PMID:27708008	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.
BEM1	YBR200W	NCS6	YGL211W		Negative Genetic	high-throughput	Hit				BioGRID	Costanzo M, et al. (2010) PMID:20093466	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.
BEM1	YBR200W	NGL2	YMR285C		Negative Genetic	high-throughput	Bait				BioGRID	Costanzo M, et al. (2010) PMID:20093466	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.
BEM1	YBR200W	NHP10	YDL002C		Negative Genetic	high-throughput	Hit				BioGRID	Hannum G, et al. (2009) PMID:20041197	An Epistatic MiniArray Profile (E-MAP) analysis was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score > 2.0 for positive interactions (suppression)  and S score < -2.5 for negative interactions (synthetic sick/lethality).
BEM1	YBR200W	NMD2	YHR077C	bem1-Δ, nmd2-Δ	Negative Genetic	high-throughput	Bait		-0.1315	0.000004467	BioGRID	Costanzo M, et al. (2016) PMID:27708008	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.
BEM1	YBR200W	NST1	YNL091W		Negative Genetic	high-throughput	Bait				BioGRID	Costanzo M, et al. (2010) PMID:20093466	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.
BEM1	YBR200W	NTH2	YBR001C		Negative Genetic	high-throughput	Hit				BioGRID	Costanzo M, et al. (2010) PMID:20093466	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.
BEM1	YBR200W	NTH2	YBR001C		Negative Genetic	high-throughput	Bait				BioGRID	Costanzo M, et al. (2010) PMID:20093466	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.
BEM1	YBR200W	NUP120	YKL057C		Negative Genetic	high-throughput	Hit				BioGRID	Costanzo M, et al. (2010) PMID:20093466	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.
BEM1	YBR200W	NUP133	YKR082W	bem1-Δ, nup133-Δ	Negative Genetic	high-throughput	Bait		-0.1209	0.009961	BioGRID	Costanzo M, et al. (2016) PMID:27708008	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.
BEM1	YBR200W	NUP170	YBL079W		Negative Genetic	high-throughput	Hit				BioGRID	Costanzo M, et al. (2010) PMID:20093466	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.
BEM1	YBR200W	NUP170	YBL079W	bem1-Δ, nup170-supp1	Negative Genetic	high-throughput	Bait		-0.1811	0.0004276	BioGRID	Costanzo M, et al. (2016) PMID:27708008	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.
BEM1	YBR200W	NVJ2	YPR091C		Negative Genetic	high-throughput	Bait				BioGRID	Costanzo M, et al. (2010) PMID:20093466	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.
BEM1	YBR200W	OPI3	YJR073C		Negative Genetic	high-throughput	Bait				BioGRID	Costanzo M, et al. (2010) PMID:20093466	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.
BEM1	YBR200W	OPI3	YJR073C		Negative Genetic	high-throughput	Hit				BioGRID	Costanzo M, et al. (2010) PMID:20093466	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.
BEM1	YBR200W	OPI3	YJR073C		Negative Genetic	high-throughput	Hit				BioGRID	Hoppins S, et al. (2011) PMID:21987634	An Epistatic MiniArray Profile (E-MAP) approach was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score >= 2.0 for positive interactions (epistatic or suppressor interactions) and S score <= -2.5 for negative interactions (synthetic sick/lethal interactions).  The authors constructed a mitochondrial-focused genetic interaction map (the MITO-MAP).
BEM1	YBR200W	OPI3	YJR073C		Negative Genetic	high-throughput	Bait				BioGRID	Surma MA, et al. (2013) PMID:23891562	An Epistatic MiniArray Profile (E-MAP) analysis was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score > 2.5 for positive interactions (suppression) and S score < -2.5 for negative interactions (synthetic sick/lethality).
BEM1	YBR200W	ORC2	YBR060C		Negative Genetic	high-throughput	Hit				BioGRID	Costanzo M, et al. (2010) PMID:20093466	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.
BEM1	YBR200W	OST2	YOR103C		Negative Genetic	high-throughput	Hit				BioGRID	Costanzo M, et al. (2010) PMID:20093466	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.
BEM1	YBR200W	OST4	YDL232W	bem1-Δ, ost4-supp2	Negative Genetic	high-throughput	Bait		-0.2123	0.00001984	BioGRID	Costanzo M, et al. (2016) PMID:27708008	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.
BEM1	YBR200W	PAH1	YMR165C		Negative Genetic	high-throughput	Hit				BioGRID	Costanzo M, et al. (2010) PMID:20093466	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.
BEM1	YBR200W	PAP2	YOL115W		Negative Genetic	high-throughput	Hit				BioGRID	Costanzo M, et al. (2010) PMID:20093466	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.
BEM1	YBR200W	PAT1	YCR077C		Negative Genetic	high-throughput	Bait				BioGRID	Costanzo M, et al. (2010) PMID:20093466	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.
BEM1	YBR200W	PAT1	YCR077C		Negative Genetic	high-throughput	Hit				BioGRID	Costanzo M, et al. (2010) PMID:20093466	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.
BEM1	YBR200W	PAT1	YCR077C	bem1-Δ, pat1-Δ	Negative Genetic	high-throughput	Bait		-0.2009	0.0001602	BioGRID	Costanzo M, et al. (2016) PMID:27708008	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.
BEM1	YBR200W	PBP1	YGR178C	bem1-Δ, pbp1-Δ	Negative Genetic	high-throughput	Bait		-0.1244	0.0119	BioGRID	Costanzo M, et al. (2016) PMID:27708008	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.
BEM1	YBR200W	PBR1	YNL181W		Negative Genetic	high-throughput	Hit				BioGRID	Costanzo M, et al. (2010) PMID:20093466	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.
BEM1	YBR200W	PBR1	YNL181W		Negative Genetic	high-throughput	Hit				BioGRID	Hoppins S, et al. (2011) PMID:21987634	An Epistatic MiniArray Profile (E-MAP) approach was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score >= 2.0 for positive interactions (epistatic or suppressor interactions) and S score <= -2.5 for negative interactions (synthetic sick/lethal interactions).  The authors constructed a mitochondrial-focused genetic interaction map (the MITO-MAP).
BEM1	YBR200W	PBS2	YJL128C		Negative Genetic	high-throughput	Bait				BioGRID	Costanzo M, et al. (2010) PMID:20093466	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.
BEM1	YBR200W	PBS2	YJL128C		Negative Genetic	high-throughput	Hit				BioGRID	Costanzo M, et al. (2010) PMID:20093466	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.
BEM1	YBR200W	PBS2	YJL128C		Negative Genetic	high-throughput	Hit				BioGRID	Sharifpoor S, et al. (2012) PMID:22282571	score threshold <= -0.12, interaction detected by Synthetic Genetic Array (SGA)
BEM1	YBR200W	PCL1	YNL289W		Negative Genetic	high-throughput	Hit				BioGRID	Costanzo M, et al. (2010) PMID:20093466	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.
BEM1	YBR200W	PCL2	YDL127W		Negative Genetic	high-throughput	Hit				BioGRID	Fiedler D, et al. (2009) PMID:19269370	An Epistatic MiniArray Profile (E-MAP) analysis was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score > 2.0 for positive interactions (suppression)  and S score < -2.5 for negative interactions (synthetic sick/lethality).
BEM1	YBR200W	PDA1	YER178W	bem1-Δ, pda1-Δ	Negative Genetic	high-throughput	Bait		-0.1284	0.002614	BioGRID	Costanzo M, et al. (2016) PMID:27708008	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.
BEM1	YBR200W	PEA2	YER149C		Negative Genetic	high-throughput	Bait				BioGRID	Costanzo M, et al. (2010) PMID:20093466	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.
BEM1	YBR200W	PEA2	YER149C	bem1-Δ, pea2-Δ	Negative Genetic	high-throughput	Bait		-0.1481	0.005175	BioGRID	Costanzo M, et al. (2016) PMID:27708008	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.
BEM1	YBR200W	PEP1	YBL017C		Negative Genetic	high-throughput	Bait				BioGRID	Surma MA, et al. (2013) PMID:23891562	An Epistatic MiniArray Profile (E-MAP) analysis was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score > 2.5 for positive interactions (suppression) and S score < -2.5 for negative interactions (synthetic sick/lethality).
BEM1	YBR200W	PEX5	YDR244W		Negative Genetic	high-throughput	Bait				BioGRID	Costanzo M, et al. (2010) PMID:20093466	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.
BEM1	YBR200W	PEX5	YDR244W		Negative Genetic	high-throughput	Hit				BioGRID	Costanzo M, et al. (2010) PMID:20093466	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.
BEM1	YBR200W	PGM1	YKL127W		Negative Genetic	high-throughput	Bait				BioGRID	Costanzo M, et al. (2010) PMID:20093466	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.
BEM1	YBR200W	PIL1	YGR086C		Negative Genetic	high-throughput	Bait				BioGRID	Fiedler D, et al. (2009) PMID:19269370	An Epistatic MiniArray Profile (E-MAP) analysis was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score > 2.0 for positive interactions (suppression)  and S score < -2.5 for negative interactions (synthetic sick/lethality).
BEM1	YBR200W	PKC1	YBL105C		Negative Genetic	high-throughput	Hit				BioGRID	Costanzo M, et al. (2010) PMID:20093466	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.
BEM1	YBR200W	PMR1	YGL167C		Negative Genetic	high-throughput	Bait				BioGRID	Surma MA, et al. (2013) PMID:23891562	An Epistatic MiniArray Profile (E-MAP) analysis was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score > 2.5 for positive interactions (suppression) and S score < -2.5 for negative interactions (synthetic sick/lethality).
BEM1	YBR200W	PMT1	YDL095W		Negative Genetic	high-throughput	Bait				BioGRID	Costanzo M, et al. (2010) PMID:20093466	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.
BEM1	YBR200W	PMT1	YDL095W	bem1-Δ, pmt1-Δ	Negative Genetic	high-throughput	Bait		-0.1214	2.38E-9	BioGRID	Costanzo M, et al. (2016) PMID:27708008	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.
BEM1	YBR200W	PMT2	YAL023C		Negative Genetic	high-throughput	Bait				BioGRID	Costanzo M, et al. (2010) PMID:20093466	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.
BEM1	YBR200W	PMT2	YAL023C	bem1-Δ, pmt2-Δ	Negative Genetic	high-throughput	Bait		-0.1521	0.0001652	BioGRID	Costanzo M, et al. (2016) PMID:27708008	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.
BEM1	YBR200W	PMT4	YJR143C		Negative Genetic	high-throughput	Bait				BioGRID	Surma MA, et al. (2013) PMID:23891562	An Epistatic MiniArray Profile (E-MAP) analysis was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score > 2.5 for positive interactions (suppression) and S score < -2.5 for negative interactions (synthetic sick/lethality).
BEM1	YBR200W	POR1	YNL055C		Negative Genetic	high-throughput	Hit				BioGRID	Hoppins S, et al. (2011) PMID:21987634	An Epistatic MiniArray Profile (E-MAP) approach was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score >= 2.0 for positive interactions (epistatic or suppressor interactions) and S score <= -2.5 for negative interactions (synthetic sick/lethal interactions).  The authors constructed a mitochondrial-focused genetic interaction map (the MITO-MAP).
BEM1	YBR200W	PPA2	YMR267W		Negative Genetic	high-throughput	Hit				BioGRID	Hoppins S, et al. (2011) PMID:21987634	An Epistatic MiniArray Profile (E-MAP) approach was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score >= 2.0 for positive interactions (epistatic or suppressor interactions) and S score <= -2.5 for negative interactions (synthetic sick/lethal interactions).  The authors constructed a mitochondrial-focused genetic interaction map (the MITO-MAP).
BEM1	YBR200W	PPG1	YNR032W		Negative Genetic	high-throughput	Bait				BioGRID	Fiedler D, et al. (2009) PMID:19269370	An Epistatic MiniArray Profile (E-MAP) analysis was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score > 2.0 for positive interactions (suppression)  and S score < -2.5 for negative interactions (synthetic sick/lethality).
BEM1	YBR200W	PPH21	YDL134C		Negative Genetic	high-throughput	Hit				BioGRID	Fiedler D, et al. (2009) PMID:19269370	An Epistatic MiniArray Profile (E-MAP) analysis was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score > 2.0 for positive interactions (suppression)  and S score < -2.5 for negative interactions (synthetic sick/lethality).
BEM1	YBR200W	PPM1	YDR435C		Negative Genetic	high-throughput	Bait				BioGRID	Costanzo M, et al. (2010) PMID:20093466	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.
BEM1	YBR200W	PPM1	YDR435C		Negative Genetic	high-throughput	Hit				BioGRID	Costanzo M, et al. (2010) PMID:20093466	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.
BEM1	YBR200W	PPM1	YDR435C	bem1-Δ, ppm1-Δ	Negative Genetic	high-throughput	Bait		-0.2192	0.0001736	BioGRID	Costanzo M, et al. (2016) PMID:27708008	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.
BEM1	YBR200W	PPQ1	YPL179W		Negative Genetic	high-throughput	Bait				BioGRID	Fiedler D, et al. (2009) PMID:19269370	An Epistatic MiniArray Profile (E-MAP) analysis was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score > 2.0 for positive interactions (suppression)  and S score < -2.5 for negative interactions (synthetic sick/lethality).
BEM1	YBR200W	PPZ1	YML016C		Negative Genetic	high-throughput	Bait				BioGRID	Fiedler D, et al. (2009) PMID:19269370	An Epistatic MiniArray Profile (E-MAP) analysis was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score > 2.0 for positive interactions (suppression)  and S score < -2.5 for negative interactions (synthetic sick/lethality).
BEM1	YBR200W	PRP16	YKR086W		Negative Genetic	high-throughput	Hit				BioGRID	Costanzo M, et al. (2010) PMID:20093466	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.
BEM1	YBR200W	PRP22	YER013W		Negative Genetic	high-throughput	Hit				BioGRID	Costanzo M, et al. (2010) PMID:20093466	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.
BEM1	YBR200W	PRP6	YBR055C		Negative Genetic	high-throughput	Hit				BioGRID	Costanzo M, et al. (2010) PMID:20093466	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.
BEM1	YBR200W	PSP1	YDR505C		Negative Genetic	high-throughput	Bait				BioGRID	Costanzo M, et al. (2010) PMID:20093466	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.
BEM1	YBR200W	PSP1	YDR505C		Negative Genetic	high-throughput	Hit				BioGRID	Costanzo M, et al. (2010) PMID:20093466	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.
BEM1	YBR200W	PTC6	YCR079W		Negative Genetic	high-throughput	Bait				BioGRID	Fiedler D, et al. (2009) PMID:19269370	An Epistatic MiniArray Profile (E-MAP) analysis was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score > 2.0 for positive interactions (suppression)  and S score < -2.5 for negative interactions (synthetic sick/lethality).
BEM1	YBR200W	PTC6	YCR079W		Negative Genetic	high-throughput	Bait				BioGRID	Costanzo M, et al. (2010) PMID:20093466	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.
BEM1	YBR200W	PTC6	YCR079W	bem1-Δ, ptc6-Δ	Negative Genetic	high-throughput	Bait		-0.1499	0.002491	BioGRID	Costanzo M, et al. (2016) PMID:27708008	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.
BEM1	YBR200W	PXP1	YEL020C		Negative Genetic	high-throughput	Hit				BioGRID	Costanzo M, et al. (2010) PMID:20093466	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.
BEM1	YBR200W	PYP1	YNL010W		Negative Genetic	high-throughput	Bait				BioGRID	Costanzo M, et al. (2010) PMID:20093466	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.
BEM1	YBR200W	PYP1	YNL010W		Negative Genetic	high-throughput	Hit				BioGRID	Costanzo M, et al. (2010) PMID:20093466	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.
